"hgnc_symbol","chromosome_name","start_position","end_position"
"SHISAL2B","5",64690442,64718190
"CDH26","20",59958423,60034011
"HTN3","HSCHR4_9_CTG12",68591,76674
"","HSCHR4_7_CTG12",358268,358443
"HSP90AA4P","HSCHR4_7_CTG12",111108,113335
"","HSCHR4_7_CTG12",111290,113333
"","X",13044695,13156774
"TOMM20P1","11",77313606,77314032
"HMGN2P38","11",73580253,73580517
"","11",104682383,104682581
"TENM4-AS1","11",79092848,79098003
"CWC27","5",64766368,65102412
"CENPM","22",41927514,41947183
"","11",106824025,106824954
"","11",89789412,89789733
"","11",91184934,91185543
"","11",91013787,91015299
"","11",98130239,98131198
"","11",93741664,93812378
"LINC03112","X",2566022,2609292
"HEPHL1","11",94021354,94114208
"DZIP1","13",95578202,95644740
"SEC11B","8",54522799,54523297
"RPL7L1P18","8",54696398,54697127
"","8",55067585,55081909
"RPS15AP19","6",35555873,35556264
"","8",54247633,54247906
"RPL36P9","6",35607628,35607934
"","6",35650997,35652856
"","6",35651818,35651945
"","8",131712512,131712980
"MIR5690","6",35664717,35664789
"FAXC","6",99271168,99350062
"KCNQ3","8",132120861,132481095
"","HSCHR4_8_CTG12",126753,140264
"","X",29454808,29478717
"","X",13143440,13251349
"","12",96222797,96223973
"","11",103945548,103946546
"","12",115318657,115320405
"","11",107312132,107316271
"","12",107219764,107223576
"RPS27P23","12",101424441,101424691
"","6",99526097,99526205
"","12",76589476,76600644
"","11",89764884,89765138
"","6",99575712,99576456
"","12",87753414,87753447
"SLC25A27","6",46652915,46678190
"TRIM49","11",89797655,89808575
"","HSCHR3_8_CTG3",137184,139546
"IFITM3P5","12",111581379,111581773
"HTN1","HSCHR4_9_CTG12",90574,98984
"","12",72046149,72057377
"ADGRD1-AS1","12",130990138,130993976
"MMP9","20",46008908,46016561
"","X",24969516,25003349
"","12",60092864,60096071
"","X",2583664,2606031
"","12",94260548,94262299
"","12",69212108,69224242
"","X",13238939,13289754
"","12",77129178,77163638
"","12",95387890,95388558
"","12",90617759,90622822
"","X",44195121,44197717
"","12",131022769,131024741
"LINC02154","X",13266032,13308637
"","12",76878193,76880352
"","12",68841946,68842384
"MYF5","12",80716912,80719671
"","X",13291279,13309927
"","X",52195836,52266130
"PRDM9","HSCHR5_10_CTG1",73603,158109
"","12",101228141,101228876
"","5",176726942,176739458
"PRR27","HSCHR4_9_CTG12",178202,221385
"","12",67658991,67670919
"TDRD6","6",46687875,46704319
"RPL23AP67","12",133125479,133125952
"ADAMTS6","5",65148738,65481920
"","HSCHR5_10_CTG1",86485,86867
"","12",113863402,113871597
"","12",87820654,87820918
"GABRB3","15",26543552,26939539
"CHD6","20",41402083,41618449
"","12",60150187,60269686
"","12",131025561,131028060
"","12",71793855,71799627
"","12",68913804,68914022
"ADGRF5-AS1","6",46903471,46909078
"","12",92008052,92022595
"MIR1236","6",31956839,31956940
"RNA5SP206","6",32078508,32078628
"H2AC6","6",26124145,26139116
"RPL10P12","12",68626870,68627187
"","X",115722442,115725254
"","12",38994803,38996882
"","11",89533645,89534043
"","11",89556860,89557205
"CARD18","11",105137714,105531697
"ADGRD1-AS2","12",131029110,131035487
"","X",13089740,13091298
"","6",26195595,26199293
"NLRP7","HSCHR19LRC_PGF1_CTG3_1",827859,851863
"","X",115721884,115723542
"SETP7","12",107271394,107271846
"NENFP2","12",101963901,101964340
"NAV3-AS1","12",78052181,78091737
"","X",52261928,52262998
"","X",116692476,116818093
"RPL29P26","12",95467397,95467861
"SLC25A1","22",19175575,19178788
"","12",118849354,118908930
"","12",115077325,115080153
"RPA2P3","11",100336856,100337625
"","12",118428281,118428870
"PRXL2AP1","12",78130337,78131004
"","11",98938912,98945079
"H2AC7","6",26198784,26199293
"UBTFL2","11",89752785,89753975
"LSM3P2","12",94590821,94591093
"MTND6P25","11",81555910,81556425
"","12",8390270,8390488
"CSN1S2AP","HSCHR4_9_CTG12",109203,111371
"H3C5P","6",26219045,26219240
"","12",76984079,76984669
"","HSCHR4_9_CTG12",107525,125406
"H2AC9P","6",26233122,26233255
"","11",89723482,89727253
"H1-3","6",26234212,26234987
"","12",102953289,102953835
"UBA52P7","12",115592604,115592983
"","X",141934496,142740581
"","11",80321620,80327911
"HPYR1","8",132507962,132565246
"H4C6","6",26240393,26240793
"","11",98565074,98566827
"KRT18P60","12",65418731,65420027
"","11",90098421,90098817
"","12",71835034,71835396
"","8",25508779,25509735
"H4C7","6",26246611,26246996
"LINC01194","HSCHR5_1_CTG1",32712,77603
"OSBPL9P3","11",91115961,91116555
"INTS6L-AS1","X",135519878,135521688
"","8",25276945,25277476
"","12",133217210,133217675
"","11",106241974,106260146
"MIR6876","8",25345402,25345474
"H3C7","6",26250142,26250635
"","12",109020833,109021240
"","8",25425521,25426580
"","11",106826392,106827890
"","X",131817055,131836730
"H2BC10","6",26272931,26273412
"PRELID2P1","12",68957377,68957677
"","11",106310045,106311791
"KCTD9","8",25427847,25458476
"H3C9P","6",26321876,26322292
"","12",8396423,8396641
"","X",134932230,134947262
"","6",93070387,93103384
"","14",103334237,103335932
"","12",133130984,133202369
"COPS5P1","6",93091976,93092760
"","11",97908253,97908537
"RPS27P15","6",73618346,73618597
"","14",105865829,105866216
"","11",73395559,73396436
"","6",56331788,56332117
"","X",10155692,10156915
"IGHD3-10","14",105904497,105904527
"RPL17P26","6",56871191,56871743
"IGHD3-9","14",105904681,105904711
"RNU6-626P","6",56945730,56945836
"","X",27856380,27857500
"OSTCP6","6",56975606,56976062
"","X",17713822,17737120
"ADAM6","14",105969729,105972269
"","19",38184376,38186265
"","12",92026447,92032392
"FTH1P15","6",57004520,57004799
"","19",38199836,38200934
"YPEL5P3","12",96060024,96060375
"RN7SL663P","19",38200234,38200532
"MRPL30P1","6",57029521,57029988
"","X",153175215,153179240
"DACT1","14",58633967,58648321
"","19",38289151,38304910
"","12",128052122,128068361
"","12",129262345,129262824
"","X",107711279,107712051
"ECT2L","6",138795911,138904070
"","X",129675884,129678476
"ASCL1","12",102957674,102960513
"","X",76114294,76152796
"DSCAML1","11",117427772,117817525
"","12",71448405,71448850
"RBMS2P1","12",94423744,94424969
"","12",129521303,129522763
"","19",38290117,38292423
"","19",38294544,38294636
"","19",36070239,36071070
"VPS51P3","12",8406833,8407195
"POLR2I","19",36113709,36115213
"","12",108281103,108282235
"","12",65281657,65286728
"LINC01456","X",17884619,18104791
"","12",131235511,131237523
"","12",130988312,130990028
"BACE2","21",41167801,41282530
"ABTB3","12",107318421,107659642
"DUTP7","4",51865050,51865535
"","X",76145498,76150807
"","4",51918772,51919381
"","4",51978079,51978372
"","X",18104290,18123540
"","4",40743627,40750865
"ARL4AP2","4",40786110,40786710
"","X",126165976,126174336
"","4",40812779,40826151
"","X",153041417,153056805
"","X",36678678,36985693
"","4",40826655,40826765
"RNA5SP160","4",40990154,40990273
"RNU6-836P","4",41084607,41084713
"RNU6-1195P","4",41113942,41114045
"","HSCHR19LRC_PGF1_CTG3_1",552818,553730
"","4",41143022,41143099
"","HSCHR19LRC_PGF1_CTG3_1",548768,554479
"UCHL1-DT","4",41220074,41256727
"LILRP2","HSCHR19LRC_PGF1_CTG3_1",612820,617664
"","19",36114362,36115146
"DIO3","14",101560139,101563452
"","4",41303237,41303337
"RPL12P20","4",41389115,41389593
"","X",107857364,107936596
"GAPT","5",58491435,58497090
"OR4E1","14",21667886,21673818
"","4",9922814,9924146
"MIR3138","4",10078611,10078692
"RNA5SP155","4",10115756,10115884
"","4",10143367,10143655
"MDGA2","14",46840092,47675605
"LILRP2","HSCHR19LRC_PGF1_CTG3_1",612541,617730
"","4",10167159,10167765
"RNF24","20",3927309,4015591
"","4",10199823,10200672
"","4",10238213,10238235
"RAF1P1","4",10254926,10256621
"WDR62","19",36054649,36105108
"","4",10259445,10260138
"","4",10267895,10268231
"","4",10284961,10285708
"","4",10292195,10292708
"","4",10294463,10295579
"MRFAP1L2","4",6663396,6676755
"","5",138039199,138039979
"","10",91464578,91464708
"RNU6-1148P","5",138069355,138069458
"RPS27P1","10",91544852,91545098
"GAPDHP28","10",91666780,91667782
"WNT8A","5",138083990,138092365
"SRP9P1","10",91807179,91807439
"","X",20769718,21374265
"SLC39A12-AS1","10",18001786,18010562
"CSN3","4",70238382,70251474
"PSD3","8",18527303,19084730
"","X",69363114,69380329
"HCRTR2","6",55106460,55282617
"","X",122222350,122248546
"FAM90A26","4",9170409,9176730
"","X",72239163,72240191
"GK3","4",165277807,165279704
"","X",31564024,31581013
"","4",40142198,40142365
"","X",134186913,134188735
"OR2J3","6",29108058,29114770
"","4",40166675,40167831
"","X",82118976,82125243
"","4",40187170,40190464
"","X",102372176,102380548
"","4",40265472,40266457
"","X",155952118,155959322
"WASIR1","X",156014615,156016885
"FREM3","4",143577302,143700675
"OR2H2","6",29585121,29590500
"","14",46960423,46960546
"RPA2P1","14",46996454,46997174
"","X",70928030,70947036
"RNU6-460P","5",138116573,138116680
"OOEP","6",73368555,73395133
"RPL13AP2","14",47200575,47201104
"RNU6-888P","5",138123011,138123111
"RNU6-658P","5",74725099,74725204
"","X",71016530,71018073
"RPS15AP3","14",47444106,47444494
"RNU6-1330P","5",74779309,74779413
"FOXO4","X",71095851,71103535
"ARPC1AP3","5",74798994,74800100
"MIR548Y","14",47760995,47761104
"","14",47801926,47802201
"","5",74882656,74882783
"","6",31400702,31463705
"ARL14EPL","5",116032324,116060118
"OR11H2","14",19712936,19713883
"","6",31402152,31402250
"","6",31462728,31463336
"GLRX3P2","6",3978062,3979099
"","14",20204606,20210498
"CTXN3","5",127649082,127658630
"","4",143760399,143762093
"","14",52775237,52777740
"","6",3982673,3984130
"","14",52871458,52872217
"","14",53036755,53038251
"CACNB2","10",18140424,18543557
"FAM217A","6",4049434,4087344
"","14",55064003,55064583
"MIR4506","14",93948226,93948302
"RNU2-14P","14",65124352,65124542
"GYPE","4",143870864,143905563
"","14",65234515,65235101
"RPL21P7","14",65266638,65267690
"","5",173911682,173912938
"","15",26557598,26557937
"","5",111238810,111240319
"","15",26851132,26851610
"","5",148859611,148860384
"RPL36AP2","14",65268829,65269098
"","5",122326610,122329279
"TVP23BP1","15",26964917,26970385
"RPPH1-2P","14",64909488,64909780
"SPINK6","5",148202794,148215137
"","X",71122433,71198507
"","15",27208089,27208635
"RNA5SP391","15",27280318,27280436
"RAD51B","14",67819779,68730218
"ARHGAP11B","15",30624494,30649529
"ARHGAP40","20",38601775,38651035
"","X",51629445,51655198
"","X",51857623,51867517
"MTCO2P32","HSCHR5_3_CTG1",143064,143466
"","X",52053176,52055763
"","HSCHR5_3_CTG1",127600,130850
"C20orf96","20",270863,290778
"LPCAT1","HSCHR5_3_CTG1",8170,53293
"","4",143911514,143912053
"","15",30646132,30723495
"","4",144010237,144012598
"","X",51325488,51330684
"HMGN1P16","5",148221360,148221642
"NUDT10","X",51332231,51337525
"MARCOL","5",148221650,148243580
"POLG","15",89305198,89334861
"","6",166701094,166702839
"","6",166858094,166956124
"SPINK13","5",148268180,148286255
"RPS6KA2-AS1","6",166903698,166904835
"RNU6-1247P","6",151280515,151280612
"RNY4P20","6",151298841,151298933
"RN7SKP268","6",151319635,151319950
"","6",151378000,151378099
"","X",51395901,51465839
"GYPA","4",144109303,144140751
"HSPA8P15","6",151411259,151413945
"RNU6-813P","6",151615773,151615879
"H4C3","6",26103933,26104337
"NPEPL1","20",58689131,58719238
"RPS12P14","6",47562622,47563018
"EZHIP","X",51406948,51408843
"GPRC6A","6",116792085,116829083
"NUDT11","X",51490011,51496592
"SPINK14","5",148168546,148175619
"CDX2","13",27960914,27975983
"BCLAF1P1","5",110948029,110950780
"","5",110970951,111008899
"LINC01496","X",51498490,51511203
"","5",110983563,110984466
"TSLP","5",111070062,111078026
"CENPVL3","X",51617020,51618912
"CENPVL2","X",51681212,51682831
"CENPVL1","X",51710512,51712131
"","X",51903338,51903850
"IPO7P1","X",51921864,51922499
"UQCR10P1","X",51923552,51923740
"","X",48736738,48738194
"TUBGCP3","13",112485005,112588205
"","X",48742164,48744628
"","X",48775644,48776143
"","X",48835668,48854130
"","12",80860955,80861508
"","X",48919185,48922681
"SMC1B","22",45344063,45413619
"LINC02463","12",115810359,115886137
"RPS6P20","12",131292068,131293176
"","12",68426331,68427737
"","X",49043819,49044332
"","X",49077637,49078852
"","12",131295522,131298218
"","5",111155244,111156152
"","X",49155990,49156315
"","12",115878748,115885967
"FTH1P14","X",34147036,34147586
"","12",131596857,131597115
"RPS3AP21","5",111192226,111193042
"","X",34147011,34148351
"","12",131436447,131436960
"GPX1P1","X",13378735,13379340
"CLPTM1L","HSCHR5_3_CTG1",168910,195710
"","5",163416525,163416731
"","X",13377590,13379156
"KRT18P20","12",104976749,104978027
"RN7SL153P","5",72314397,72314688
"","X",52422069,52459066
"","5",23456468,23456850
"","12",128288159,128289056
"","X",52458894,52462734
"OR1X1P","5",176006145,176007387
"","12",128399978,128404814
"","X",27832175,27833204
"","5",78041888,78044136
"","X",27830161,27833628
"RPS26P45","12",69422656,69422995
"FAM170A","5",119629558,119635822
"GOT2P6","X",55961208,55962482
"TMEM132D","12",129071725,129904025
"BACH1","21",29194071,29630751
"RPS29P13","6",117048670,117048838
"RNA5SP214","6",117060682,117060799
"RFX6","6",116877212,116932161
"","X",55908037,56209271
"","5",40967505,40967763
"MROH2B","5",40998017,41071342
"","12",105699168,105703520
"LINC02460","12",118645315,118648724
"","12",129696599,129700122
"ST13P3","12",106015897,106017006
"RNA5SP220","6",140158591,140158694
"","12",129622929,129625366
"MIR3668","6",140205252,140205326
"MIR4465","6",140683814,140683883
"RPL17P37","12",118737964,118738511
"","6",140922457,140922910
"LINC02393","12",127881616,127898645
"","6",141019788,141020026
"","6",167767083,167768568
"OR2A4","6",131699644,131701401
"TBX3","12",114670255,114684175
"CTAGE9","6",131708441,131711017
"RPL15P9","6",131780721,131781312
"MIR548H5","6",131792172,131792231
"SELENOKP2","6",131819803,131820091
"RN7SKP245","6",131820334,131820653
"","6",131825981,131828413
"","6",131184325,131185486
"LENG1","19",54155161,54159721
"RNA5SP217","6",127317883,127317973
"YWHAZP4","6",127355756,127356789
"PIERCE2","15",55408495,55418798
"RNASE9","14",20556093,20561047
"RPL5P18","6",127362513,127363403
"GOLGA8N","15",32593456,32607310
"","19",54199454,54199971
"PRR14L","22",31676256,31750207
"","19",54209092,54209418
"","6",127416535,127416952
"","19",54224523,54224881
"","19",54229036,54230213
"","19",54246101,54247322
"RNU6-1307P","19",54263951,54264053
"","6",49823712,49824782
"","19",54268005,54269045
"MIR4752","19",54282109,54282180
"ARHGEF18","19",7348937,7472485
"CRISP1","6",49834257,49877096
"PSD3-AS1","8",18720905,18734405
"RPL35P6","8",18774547,18774918
"","8",18849258,18849707
"","8",18864681,18865247
"","8",18979619,18979772
"","8",18989279,19000952
"","12",118430147,118430699
"","8",19001627,19001950
"","8",20551201,20551405
"SVOP","12",108907741,109021068
"XKR4","8",55102028,55542054
"","11",81970994,81987813
"SMARCE1P1","11",107403404,107404589
"","11",110876994,110877177
"","8",55135203,55142358
"","11",89546637,89589611
"","11",88098591,88115835
"SBF1P1","8",55449509,55455139
"SNRPB2","20",16729958,16742564
"RNA5SP265","8",55745232,55745342
"FTH1P16","11",77734475,77735026
"","8",55893595,55895739
"SNORA1B","8",55902723,55902855
"","11",107736009,107738718
"DEFA11P","8",7028641,7029489
"SMIM47","19",50776141,50793142
"HNRNPA1P60","11",110788026,110788976
"ARL6IP1P3","11",80653429,80653988
"DEFA7P","8",7038571,7039439
"METTL5P4","11",107600379,107600868
"","11",81015849,81040236
"DEFB4B","8",7414855,7416863
"","11",73405297,73410682
"SNRPD2","19",45687460,45692569
"","11",82603529,82643445
"VPS13C","15",61852389,62060473
"RPS4XP12","11",121250270,121250978
"ZNF74","22",20394115,20408461
"SPAG11B","8",7442684,7463674
"PKNOX2-DT","11",125158461,125164609
"","11",131204999,131215163
"","14",57629926,57630688
"LINC02697","11",134950708,134951568
"","14",57629841,57631162
"TTC3P1","X",75740831,75746911
"RPL13AP3","14",55766177,55766790
"","11",130866254,130870247
"","X",75739298,75747100
"","14",55766245,55767717
"","14",103762803,103763147
"RPS27P20","11",129537869,129538114
"","X",55633031,55635656
"NDUFB4P11","14",103139675,103140069
"","X",55607941,55636272
"PHB1P16","11",94055023,94055972
"RAP2CP1","14",103279223,103279700
"","11",73452020,73452344
"","X",81408938,81427276
"MED15P6","14",19485336,19489148
"KCNJ15","21",38155549,38307357
"","X",81361983,81425503
"","11",134985683,134986799
"DEFB114","6",49960249,49964164
"RPL23AP62","11",112461468,112461920
"OR10H2","19",15728024,15729052
"GFY","19",49423749,49428987
"","11",130544643,130544856
"ANHX","12",133218312,133235877
"UQCRBP1","X",56737242,56737577
"","X",56737122,56738788
"DEFB113","6",49968677,49969625
"","14",67615484,67616097
"SLC17A6","11",22338381,22379503
"NLRP3P1","X",107974078,107985008
"","14",67614929,67616626
"OR10H3","19",15737985,15742343
"LINC01511","HSCHR5_3_CTG1",133942,150427
"BNIP3P1","14",28264554,28265133
"","X",107935410,107986039
"OR7E24","19",9247344,9252625
"","14",28264390,28265974
"DEFB110","6",50009138,50021994
"OR1I1","19",15082211,15092970
"DUXAP9","14",19104100,19104713
"ADAM21P1","14",70245491,70247660
"SLC6A3","HSCHR5_3_CTG1",64343,121219
"","14",70245753,70247801
"OR10H1","19",15804549,15815664
"SERTAD4BP","14",62117346,62128397
"DEFB112","6",50042099,50049929
"OR7A10","19",14840466,14848922
"PTCHD4","6",47856673,48111197
"","14",102052548,102052854
"CIMAP1D","19",463346,474983
"TEX21P","14",64346171,64374666
"CASC18","12",105704203,105744062
"OR2AF1P","X",131619013,131619951
"","X",131578670,131620606
"","12",127876999,127877516
"SRP54-AS1","14",34954859,34982526
"","12",128437778,128439206
"","6",28136849,28139678
"","6",68598204,68598393
"FOXG1","14",28764329,28770277
"","14",104842663,104845916
"","19",44909375,44914968
"ADGRB3","6",68635282,69390571
"","14",104857792,104858836
"SYCP3","12",101728648,101739472
"APOC4-APOC2","19",44942238,44949565
"","14",104904342,104905204
"OR4Q3","14",19743571,19749469
"","14",92619986,92627966
"","14",24165969,24167063
"","14",100834432,100861026
"GOLGA5P1","5",39169210,39170335
"","14",62131154,62134188
"DOCK11P1","14",44860316,44866247
"","14",44887434,44887741
"","19",44950044,44954007
"ASS1P5","X",115664895,115666133
"","X",115665421,115684257
"RPS2P53","19",12284337,12285185
"RRAGAP1","14",44888556,44889041
"CFAP53P1","5",39571478,39572639
"","14",101257332,101278318
"MCRIP2P1","X",131795657,131796167
"RPL7P20","5",166028567,166029311
"ZNF442","19",12345944,12365905
"RPLP0P9","5",166382305,166382599
"","14",101833435,101839531
"FIRRE","X",131688779,131830928
"","HSCHR5_1_CTG1_1",135378,145871
"LINC01947","5",166905222,166926370
"","HSCHR5_1_CTG1_1",114943,120867
"","HSCHR5_1_CTG1_1",975613,976566
"","11",89766440,89768836
"","5",167116318,167119585
"NOVA1","14",26443090,26598033
"","5",167164934,167168401
"","HSCHR5_1_CTG1_1",319987,353784
"","5",167287320,167294273
"SMN2","HSCHR5_1_CTG1_1",274951,303848
"TENM2-AS2","5",167296234,167303372
"TENM4","11",78652829,79441030
"","5",167306273,167309870
"","5",167569078,167570402
"","5",167721363,167729124
"RPS29P23","19",12373609,12373731
"TENM2-AS3","5",167937717,167953469
"","19",12379189,12401274
"","5",167965187,167967086
"","5",168033091,168033205
"","5",168128856,168130422
"","19",12379746,12383687
"","8",7544375,7545300
"ZNF799","19",12390016,12401271
"FAM90A21P","8",7564350,7567360
"TENM2","5",166979029,168264157
"RNU6-1213P","8",80405516,80405609
"","8",80484561,80486699
"","8",80484589,80484683
"","8",80535006,80539135
"LINC02986","8",80541300,80543104
"RPSAP47","8",80558870,80559757
"RNU7-174P","8",80560567,80560625
"MIR3151","8",103154614,103154689
"","8",103228425,103229314
"","8",103319392,103320106
"","8",133237171,133237927
"ST13P6","8",133408006,133409107
"","8",133515506,133515745
"","6",152091712,152094009
